Gryffindor, Hufflepuff, Ravenclaw, Slytherin
0.06859740180403395,-0.378842306865277,-1.2922218997116544,0.2066018233901909
1.1233457316766395,2.2101910741346797,-3.330866281260481,-1.5697623250544803
-1.7916394164542895,2.409427491539713,1.0541906290240857,-1.9994574376212437
-0.9284080954504478,-3.0938021986116833,0.9260211755968623,2.005883543932369
0.7397853871035414,0.8381216393473089,0.2594000395804495,-2.8913881466040254
-0.4459564684663816,-1.6298169239690183,2.6895017523978493,-0.9180507042661484
1.771506568259787,-3.031379912125471,1.6462089989431643,-1.3102296958279844
-2.2373560254940155,1.2668632092383616,-0.5849247877637964,0.7252274152215359
-2.4145376733317487,1.216290362048354,-0.7261976281979623,0.9340039571293189
-0.7827487982057173,-1.0489130053408253,-1.031809434378301,1.629968521658031
-0.004523060675349664,-0.3138371159800694,-0.9558831713638688,0.18273836174077807
-1.2589563885341069,-0.2336111773700927,2.5894345299965202,-1.3179177803298536
2.277442188969656,-1.5597112615679138,-1.2277283720801413,-1.0569987185419953
0.023840811057434696,-0.19733442759020747,-0.5325893121893023,0.10392341748973909
0.16450881794445654,-0.22390294944560737,-0.7324941101388767,0.13809686588826847
-0.038476933059078,-0.26909442654889676,-0.40695034565300137,0.040604752086748165
0.11992303242521282,-0.042273131315763164,-0.21196069021661637,-0.09669182404281036
